record_id,student_id,year_level,counsellor_id,subject_1_name,subject_1_marks,subject_2_name,subject_2_marks,subject_3_name,subject_3_marks,total,grade,sgpa
REC003191,STU00798,3,3,Design and Analysis of Algorithm,94,Machine Learning,71,UI/UX,52,217,A,8.03
REC003192,STU00798,4,4,Data Warehousing and Data Mining,98,Data Science,83,Computer Architecture,78,259,A+,9.25
REC003193,STU00799,1,1,Maths,60,Physics,89,Chemistry,69,218,A,7.9
REC003194,STU00799,2,2,Data Structures and Algorithms,85,Probability and Statistics,89,Java,76,250,A+,8.86
REC003195,STU00799,3,3,Design and Analysis of Algorithm,63,Machine Learning,97,UI/UX,83,243,A+,8.77
REC003196,STU00799,4,4,Data Warehousing and Data Mining,91,Data Science,71,Computer Architecture,45,207,B+,7.23
REC003197,STU00800,1,1,Maths,88,Physics,58,Chemistry,70,216,A,7.92
REC003198,STU00800,2,2,Data Structures and Algorithms,95,Probability and Statistics,67,Java,53,215,A,8.23
REC003199,STU00800,3,3,Design and Analysis of Algorithm,49,Machine Learning,64,UI/UX,83,196,B+,6.74
REC003200,STU00800,4,4,Data Warehousing and Data Mining,52,Data Science,100,Computer Architecture,78,230,A,8.08
REC003201,STU00801,1,1,Maths,81,Physics,63,Chemistry,51,195,B+,7.02
REC003202,STU00801,2,2,Data Structures and Algorithms,59,Probability and Statistics,59,Java,70,188,B+,7.02
REC003203,STU00801,3,3,Design and Analysis of Algorithm,66,Machine Learning,98,UI/UX,46,210,A,8.05
REC003204,STU00801,4,4,Data Warehousing and Data Mining,93,Data Science,71,Computer Architecture,57,221,A,7.8
REC003205,STU00802,1,1,Maths,91,Physics,55,Chemistry,58,204,B+,7.06
REC003206,STU00802,2,2,Data Structures and Algorithms,77,Probability and Statistics,54,Java,49,180,B+,6.84
REC003207,STU00802,3,3,Design and Analysis of Algorithm,62,Machine Learning,66,UI/UX,66,194,B+,6.95
REC003208,STU00802,4,4,Data Warehousing and Data Mining,50,Data Science,61,Computer Architecture,47,158,B,6.12
REC003209,STU00803,1,1,Maths,99,Physics,91,Chemistry,63,253,A+,8.78
REC003210,STU00803,2,2,Data Structures and Algorithms,79,Probability and Statistics,71,Java,92,242,A+,8.73
REC003211,STU00803,3,3,Design and Analysis of Algorithm,68,Machine Learning,85,UI/UX,46,199,B+,7.17
REC003212,STU00803,4,4,Data Warehousing and Data Mining,66,Data Science,60,Computer Architecture,76,202,B+,7.26
REC003213,STU00804,1,1,Maths,72,Physics,72,Chemistry,95,239,C,5.15
REC003214,STU00804,2,2,Data Structures and Algorithms,78,Probability and Statistics,89,Java,51,218,A,7.77
REC003215,STU00804,3,3,Design and Analysis of Algorithm,53,Machine Learning,72,UI/UX,94,219,A,8.21
REC003216,STU00804,4,4,Data Warehousing and Data Mining,47,Data Science,57,Computer Architecture,100,204,B+,7.29
REC003217,STU00805,1,1,Maths,78,Physics,58,Chemistry,68,204,B+,6.93
REC003218,STU00805,2,2,Data Structures and Algorithms,83,Probability and Statistics,50,Java,97,230,A,8.22
REC003219,STU00805,3,3,Design and Analysis of Algorithm,46,Machine Learning,69,UI/UX,54,169,B,6.11
REC003220,STU00805,4,4,Data Warehousing and Data Mining,49,Data Science,65,Computer Architecture,92,206,B+,6.83
REC003221,STU00806,1,1,Maths,56,Physics,94,Chemistry,58,208,C,4.85
REC003222,STU00806,2,2,Data Structures and Algorithms,66,Probability and Statistics,67,Java,48,181,B+,7.19
REC003223,STU00806,3,3,Design and Analysis of Algorithm,77,Machine Learning,80,UI/UX,56,213,A,7.96
REC003224,STU00806,4,4,Data Warehousing and Data Mining,51,Data Science,76,Computer Architecture,85,212,A,8.21
REC003225,STU00807,1,1,Maths,72,Physics,93,Chemistry,80,245,A+,9.09
REC003226,STU00807,2,2,Data Structures and Algorithms,54,Probability and Statistics,84,Java,58,196,B+,7.29
REC003227,STU00807,3,3,Design and Analysis of Algorithm,98,Machine Learning,61,UI/UX,63,222,A,8.15
REC003228,STU00807,4,4,Data Warehousing and Data Mining,47,Data Science,52,Computer Architecture,60,159,B,5.88
REC003229,STU00808,1,1,Maths,80,Physics,45,Chemistry,95,220,A,8.02
REC003230,STU00808,2,2,Data Structures and Algorithms,73,Probability and Statistics,94,Java,57,224,A,7.91
REC003231,STU00808,3,3,Design and Analysis of Algorithm,60,Machine Learning,75,UI/UX,100,235,A,8.1
REC003232,STU00808,4,4,Data Warehousing and Data Mining,80,Data Science,92,Computer Architecture,78,250,A+,8.78
REC003233,STU00809,1,1,Maths,47,Physics,58,Chemistry,59,164,B,6.09
REC003234,STU00809,2,2,Data Structures and Algorithms,84,Probability and Statistics,91,Java,52,227,A,7.73
REC003235,STU00809,3,3,Design and Analysis of Algorithm,87,Machine Learning,68,UI/UX,73,228,A,8.11
REC003236,STU00809,4,4,Data Warehousing and Data Mining,46,Data Science,83,Computer Architecture,97,226,A,7.73
REC003237,STU00810,1,1,Maths,68,Physics,81,Chemistry,82,231,A,8.12
REC003238,STU00810,2,2,Data Structures and Algorithms,96,Probability and Statistics,63,Java,63,222,A,8.04
REC003239,STU00810,3,3,Design and Analysis of Algorithm,46,Machine Learning,90,UI/UX,73,209,C,5.3
REC003240,STU00810,4,4,Data Warehousing and Data Mining,82,Data Science,96,Computer Architecture,55,233,A,7.94
REC003241,STU00811,1,1,Maths,83,Physics,90,Chemistry,81,254,A+,9.07
REC003242,STU00811,2,2,Data Structures and Algorithms,85,Probability and Statistics,71,Java,94,250,A+,9.07
REC003243,STU00811,3,3,Design and Analysis of Algorithm,96,Machine Learning,69,UI/UX,100,265,A+,9.17
REC003244,STU00811,4,4,Data Warehousing and Data Mining,63,Data Science,98,Computer Architecture,80,241,A+,9.09
REC003245,STU00812,1,1,Maths,93,Physics,83,Chemistry,92,268,C,5.14
REC003246,STU00812,2,2,Data Structures and Algorithms,88,Probability and Statistics,93,Java,99,280,O,9.97
REC003247,STU00812,3,3,Design and Analysis of Algorithm,78,Machine Learning,63,UI/UX,54,195,B+,7.02
REC003248,STU00812,4,4,Data Warehousing and Data Mining,68,Data Science,82,Computer Architecture,69,219,A,8.08
REC003249,STU00813,1,1,Maths,81,Physics,60,Chemistry,54,195,B+,6.9
REC003250,STU00813,2,2,Data Structures and Algorithms,51,Probability and Statistics,63,Java,46,160,B,6.16
REC003251,STU00813,3,3,Design and Analysis of Algorithm,64,Machine Learning,81,UI/UX,84,229,A,8.18
REC003252,STU00813,4,4,Data Warehousing and Data Mining,99,Data Science,57,Computer Architecture,56,212,A,8.23
REC003253,STU00814,1,1,Maths,51,Physics,56,Chemistry,98,205,B+,7.17
REC003254,STU00814,2,2,Data Structures and Algorithms,97,Probability and Statistics,59,Java,63,219,A,8.17
REC003255,STU00814,3,3,Design and Analysis of Algorithm,94,Machine Learning,72,UI/UX,70,236,A,8.04
REC003256,STU00814,4,4,Data Warehousing and Data Mining,48,Data Science,71,Computer Architecture,84,203,B+,7.12
REC003257,STU00815,1,1,Maths,80,Physics,75,Chemistry,54,209,C,4.94
REC003258,STU00815,2,2,Data Structures and Algorithms,52,Probability and Statistics,74,Java,93,219,A,7.95
REC003259,STU00815,3,3,Design and Analysis of Algorithm,46,Machine Learning,86,UI/UX,73,205,B+,6.8
REC003260,STU00815,4,4,Data Warehousing and Data Mining,58,Data Science,64,Computer Architecture,80,202,B+,7.27
REC003261,STU00816,1,1,Maths,91,Physics,59,Chemistry,78,228,A,8.06
REC003262,STU00816,2,2,Data Structures and Algorithms,65,Probability and Statistics,87,Java,87,239,C,5.06
REC003263,STU00816,3,3,Design and Analysis of Algorithm,68,Machine Learning,86,UI/UX,60,214,A,8.24
REC003264,STU00816,4,4,Data Warehousing and Data Mining,78,Data Science,53,Computer Architecture,87,218,A,8.24
REC003265,STU00817,1,1,Maths,93,Physics,46,Chemistry,98,237,A,8.19
REC003266,STU00817,2,2,Data Structures and Algorithms,63,Probability and Statistics,97,Java,45,205,B+,7.24
REC003267,STU00817,3,3,Design and Analysis of Algorithm,71,Machine Learning,87,UI/UX,52,210,A,8.29
REC003268,STU00817,4,4,Data Warehousing and Data Mining,89,Data Science,81,Computer Architecture,84,254,A+,8.96
REC003269,STU00818,1,1,Maths,46,Physics,80,Chemistry,96,222,A,8.21
REC003270,STU00818,2,2,Data Structures and Algorithms,54,Probability and Statistics,70,Java,82,206,B+,7.16
REC003271,STU00818,3,3,Design and Analysis of Algorithm,79,Machine Learning,88,UI/UX,54,221,A,7.96
REC003272,STU00818,4,4,Data Warehousing and Data Mining,62,Data Science,50,Computer Architecture,95,207,B+,7.03
REC003273,STU00819,1,1,Maths,81,Physics,69,Chemistry,67,217,A,7.94
REC003274,STU00819,2,2,Data Structures and Algorithms,49,Probability and Statistics,98,Java,58,205,B+,6.71
REC003275,STU00819,3,3,Design and Analysis of Algorithm,75,Machine Learning,96,UI/UX,72,243,A+,8.76
REC003276,STU00819,4,4,Data Warehousing and Data Mining,98,Data Science,88,Computer Architecture,54,240,A+,9.16
REC003277,STU00820,1,1,Maths,96,Physics,78,Chemistry,65,239,C,5.04
REC003278,STU00820,2,2,Data Structures and Algorithms,93,Probability and Statistics,52,Java,61,206,B+,7.21
REC003279,STU00820,3,3,Design and Analysis of Algorithm,94,Machine Learning,62,UI/UX,70,226,A,8.02
REC003280,STU00820,4,4,Data Warehousing and Data Mining,60,Data Science,82,Computer Architecture,95,237,A,8.16
REC003281,STU00821,1,1,Maths,99,Physics,77,Chemistry,62,238,C,5.08
REC003282,STU00821,2,2,Data Structures and Algorithms,47,Probability and Statistics,99,Java,46,192,B+,7.2
REC003283,STU00821,3,3,Design and Analysis of Algorithm,55,Machine Learning,75,UI/UX,93,223,A,7.83
REC003284,STU00821,4,4,Data Warehousing and Data Mining,45,Data Science,87,Computer Architecture,99,231,A,8.01
REC003285,STU00822,1,1,Maths,83,Physics,70,Chemistry,69,222,A,7.74
REC003286,STU00822,2,2,Data Structures and Algorithms,48,Probability and Statistics,52,Java,98,198,B+,7.29
REC003287,STU00822,3,3,Design and Analysis of Algorithm,69,Machine Learning,77,UI/UX,57,203,B+,6.75
REC003288,STU00822,4,4,Data Warehousing and Data Mining,87,Data Science,57,Computer Architecture,97,241,A+,9.07
REC003289,STU00823,1,1,Maths,97,Physics,97,Chemistry,99,293,O,9.72
REC003290,STU00823,2,2,Data Structures and Algorithms,49,Probability and Statistics,69,Java,78,196,B+,6.73
REC003291,STU00823,3,3,Design and Analysis of Algorithm,86,Machine Learning,62,UI/UX,50,198,B+,6.88
REC003292,STU00823,4,4,Data Warehousing and Data Mining,83,Data Science,49,Computer Architecture,99,231,A,8.14
REC003293,STU00824,1,1,Maths,48,Physics,74,Chemistry,71,193,B+,7.16
REC003294,STU00824,2,2,Data Structures and Algorithms,100,Probability and Statistics,85,Java,78,263,A+,8.82
REC003295,STU00824,3,3,Design and Analysis of Algorithm,82,Machine Learning,73,UI/UX,86,241,A+,8.95
REC003296,STU00824,4,4,Data Warehousing and Data Mining,54,Data Science,48,Computer Architecture,91,193,B+,6.92
REC003297,STU00825,1,1,Maths,85,Physics,62,Chemistry,62,209,C,4.71
REC003298,STU00825,2,2,Data Structures and Algorithms,76,Probability and Statistics,73,Java,73,222,A,8.06
REC003299,STU00825,3,3,Design and Analysis of Algorithm,70,Machine Learning,55,UI/UX,48,173,B,6.13
REC003300,STU00825,4,4,Data Warehousing and Data Mining,73,Data Science,53,Computer Architecture,91,217,A,7.94
REC003301,STU00826,1,1,Maths,100,Physics,71,Chemistry,87,258,A+,8.78
REC003302,STU00826,2,2,Data Structures and Algorithms,53,Probability and Statistics,67,Java,46,166,B,6.03
REC003303,STU00826,3,3,Design and Analysis of Algorithm,50,Machine Learning,92,UI/UX,100,242,A+,9
REC003304,STU00826,4,4,Data Warehousing and Data Mining,85,Data Science,97,Computer Architecture,75,257,A+,9.25
REC003305,STU00827,1,1,Maths,48,Physics,55,Chemistry,81,184,B+,7.12
REC003306,STU00827,2,2,Data Structures and Algorithms,83,Probability and Statistics,49,Java,94,226,A,8.17
REC003307,STU00827,3,3,Design and Analysis of Algorithm,46,Machine Learning,70,UI/UX,78,194,B+,7.1
REC003308,STU00827,4,4,Data Warehousing and Data Mining,61,Data Science,49,Computer Architecture,57,167,B,5.82
REC003309,STU00828,1,1,Maths,74,Physics,59,Chemistry,50,183,B+,7.26
REC003310,STU00828,2,2,Data Structures and Algorithms,65,Probability and Statistics,67,Java,90,222,A,8.26
REC003311,STU00828,3,3,Design and Analysis of Algorithm,57,Machine Learning,67,UI/UX,70,194,B+,6.77
REC003312,STU00828,4,4,Data Warehousing and Data Mining,79,Data Science,50,Computer Architecture,74,203,B+,6.71
REC003313,STU00829,1,1,Maths,99,Physics,55,Chemistry,88,242,A+,8.76
REC003314,STU00829,2,2,Data Structures and Algorithms,83,Probability and Statistics,55,Java,45,183,B+,6.93
REC003315,STU00829,3,3,Design and Analysis of Algorithm,59,Machine Learning,93,UI/UX,72,224,A,7.84
REC003316,STU00829,4,4,Data Warehousing and Data Mining,77,Data Science,87,Computer Architecture,65,229,A,7.78
REC003317,STU00830,1,1,Maths,76,Physics,79,Chemistry,81,236,A,8.29
REC003318,STU00830,2,2,Data Structures and Algorithms,69,Probability and Statistics,52,Java,57,178,C,4.83
REC003319,STU00830,3,3,Design and Analysis of Algorithm,49,Machine Learning,87,UI/UX,79,215,A,7.88
REC003320,STU00830,4,4,Data Warehousing and Data Mining,61,Data Science,82,Computer Architecture,48,191,B+,7.14
REC003321,STU00831,1,1,Maths,55,Physics,100,Chemistry,82,237,A,7.89
REC003322,STU00831,2,2,Data Structures and Algorithms,54,Probability and Statistics,100,Java,70,224,A,7.88
REC003323,STU00831,3,3,Design and Analysis of Algorithm,47,Machine Learning,97,UI/UX,51,195,B+,6.96
REC003324,STU00831,4,4,Data Warehousing and Data Mining,63,Data Science,48,Computer Architecture,60,171,B,5.97
REC003325,STU00832,1,1,Maths,88,Physics,61,Chemistry,98,247,A+,8.76
REC003326,STU00832,2,2,Data Structures and Algorithms,75,Probability and Statistics,79,Java,51,205,B+,7.26
REC003327,STU00832,3,3,Design and Analysis of Algorithm,74,Machine Learning,92,UI/UX,95,261,A+,9
REC003328,STU00832,4,4,Data Warehousing and Data Mining,77,Data Science,55,Computer Architecture,56,188,B+,6.75
REC003329,STU00833,1,1,Maths,98,Physics,55,Chemistry,85,238,C,4.76
REC003330,STU00833,2,2,Data Structures and Algorithms,76,Probability and Statistics,97,Java,82,255,A+,9.02
REC003331,STU00833,3,3,Design and Analysis of Algorithm,56,Machine Learning,51,UI/UX,85,192,B+,6.82
REC003332,STU00833,4,4,Data Warehousing and Data Mining,78,Data Science,71,Computer Architecture,55,204,B+,7.04
REC003333,STU00834,1,1,Maths,66,Physics,92,Chemistry,98,256,A+,8.99
REC003334,STU00834,2,2,Data Structures and Algorithms,91,Probability and Statistics,88,Java,83,262,A+,8.96
REC003335,STU00834,3,3,Design and Analysis of Algorithm,93,Machine Learning,72,UI/UX,100,265,A+,9.2
REC003336,STU00834,4,4,Data Warehousing and Data Mining,100,Data Science,97,Computer Architecture,79,276,O,9.85
REC003337,STU00835,1,1,Maths,52,Physics,99,Chemistry,77,228,A,7.81
REC003338,STU00835,2,2,Data Structures and Algorithms,88,Probability and Statistics,65,Java,71,224,A,7.72
REC003339,STU00835,3,3,Design and Analysis of Algorithm,59,Machine Learning,81,UI/UX,93,233,A,7.97
REC003340,STU00835,4,4,Data Warehousing and Data Mining,92,Data Science,46,Computer Architecture,76,214,A,8.17
REC003341,STU00836,1,1,Maths,82,Physics,79,Chemistry,91,252,A+,9.08
REC003342,STU00836,2,2,Data Structures and Algorithms,70,Probability and Statistics,88,Java,52,210,A,7.97
REC003343,STU00836,3,3,Design and Analysis of Algorithm,89,Machine Learning,48,UI/UX,70,207,B+,7.22
REC003344,STU00836,4,4,Data Warehousing and Data Mining,76,Data Science,60,Computer Architecture,70,206,B+,7.01
REC003345,STU00837,1,1,Maths,96,Physics,54,Chemistry,100,250,A+,9.18
REC003346,STU00837,2,2,Data Structures and Algorithms,68,Probability and Statistics,93,Java,45,206,B+,6.93
REC003347,STU00837,3,3,Design and Analysis of Algorithm,54,Machine Learning,50,UI/UX,87,191,B+,7.2
REC003348,STU00837,4,4,Data Warehousing and Data Mining,56,Data Science,59,Computer Architecture,85,200,B+,6.91
REC003349,STU00838,1,1,Maths,88,Physics,55,Chemistry,50,193,B+,7.3
REC003350,STU00838,2,2,Data Structures and Algorithms,88,Probability and Statistics,100,Java,87,275,O,9.92
REC003351,STU00838,3,3,Design and Analysis of Algorithm,94,Machine Learning,66,UI/UX,79,239,C,5.29
REC003352,STU00838,4,4,Data Warehousing and Data Mining,51,Data Science,88,Computer Architecture,61,200,B+,6.94
REC003353,STU00839,1,1,Maths,54,Physics,91,Chemistry,49,194,B+,7.01
REC003354,STU00839,2,2,Data Structures and Algorithms,94,Probability and Statistics,56,Java,49,199,B+,7.29
REC003355,STU00839,3,3,Design and Analysis of Algorithm,53,Machine Learning,65,UI/UX,81,199,B+,6.94
REC003356,STU00839,4,4,Data Warehousing and Data Mining,74,Data Science,93,Computer Architecture,83,250,A+,9.27
REC003357,STU00840,1,1,Maths,80,Physics,82,Chemistry,79,241,A+,9.16
REC003358,STU00840,2,2,Data Structures and Algorithms,62,Probability and Statistics,60,Java,72,194,B+,7.07
REC003359,STU00840,3,3,Design and Analysis of Algorithm,79,Machine Learning,63,UI/UX,95,237,A,8.03
REC003360,STU00840,4,4,Data Warehousing and Data Mining,46,Data Science,55,Computer Architecture,53,154,B,6.24
REC003361,STU00841,1,1,Maths,47,Physics,99,Chemistry,66,212,A,8.18
REC003362,STU00841,2,2,Data Structures and Algorithms,83,Probability and Statistics,89,Java,91,263,A+,8.84
REC003363,STU00841,3,3,Design and Analysis of Algorithm,98,Machine Learning,79,UI/UX,72,249,A+,9.29
REC003364,STU00841,4,4,Data Warehousing and Data Mining,83,Data Science,90,Computer Architecture,89,262,A+,8.85
REC003365,STU00842,1,1,Maths,63,Physics,86,Chemistry,53,202,B+,6.88
REC003366,STU00842,2,2,Data Structures and Algorithms,83,Probability and Statistics,66,Java,99,248,A+,9.14
REC003367,STU00842,3,3,Design and Analysis of Algorithm,77,Machine Learning,80,UI/UX,85,242,A+,8.74
REC003368,STU00842,4,4,Data Warehousing and Data Mining,50,Data Science,63,Computer Architecture,67,180,B+,6.97
REC003369,STU00843,1,1,Maths,79,Physics,77,Chemistry,74,230,A,8.28
REC003370,STU00843,2,2,Data Structures and Algorithms,93,Probability and Statistics,47,Java,89,229,A,8.09
REC003371,STU00843,3,3,Design and Analysis of Algorithm,50,Machine Learning,67,UI/UX,56,173,B,5.84
REC003372,STU00843,4,4,Data Warehousing and Data Mining,79,Data Science,70,Computer Architecture,73,222,A,7.93
REC003373,STU00844,1,1,Maths,57,Physics,79,Chemistry,94,230,A,8.28
REC003374,STU00844,2,2,Data Structures and Algorithms,56,Probability and Statistics,46,Java,84,186,B+,6.97
REC003375,STU00844,3,3,Design and Analysis of Algorithm,69,Machine Learning,94,UI/UX,49,212,A,8.28
REC003376,STU00844,4,4,Data Warehousing and Data Mining,49,Data Science,91,Computer Architecture,85,225,A,8.1
REC003377,STU00845,1,1,Maths,74,Physics,76,Chemistry,84,234,A,8.02
REC003378,STU00845,2,2,Data Structures and Algorithms,69,Probability and Statistics,79,Java,54,202,B+,7.21
REC003379,STU00845,3,3,Design and Analysis of Algorithm,81,Machine Learning,72,UI/UX,77,230,A,8
REC003380,STU00845,4,4,Data Warehousing and Data Mining,99,Data Science,54,Computer Architecture,98,251,A+,9.2
REC003381,STU00846,1,1,Maths,65,Physics,78,Chemistry,81,224,A,7.82
REC003382,STU00846,2,2,Data Structures and Algorithms,92,Probability and Statistics,47,Java,95,234,A,8.09
REC003383,STU00846,3,3,Design and Analysis of Algorithm,65,Machine Learning,88,UI/UX,78,231,A,7.7
REC003384,STU00846,4,4,Data Warehousing and Data Mining,86,Data Science,56,Computer Architecture,88,230,A,8.08
REC003385,STU00847,1,1,Maths,60,Physics,68,Chemistry,48,176,B,6.12
REC003386,STU00847,2,2,Data Structures and Algorithms,46,Probability and Statistics,87,Java,100,233,A,7.92
REC003387,STU00847,3,3,Design and Analysis of Algorithm,69,Machine Learning,69,UI/UX,91,229,A,8.07
REC003388,STU00847,4,4,Data Warehousing and Data Mining,88,Data Science,74,Computer Architecture,81,243,A+,8.72
REC003389,STU00848,1,1,Maths,88,Physics,52,Chemistry,55,195,B+,6.87
REC003390,STU00848,2,2,Data Structures and Algorithms,79,Probability and Statistics,56,Java,94,229,A,8.15
REC003391,STU00848,3,3,Design and Analysis of Algorithm,99,Machine Learning,68,UI/UX,62,229,A,7.85
REC003392,STU00848,4,4,Data Warehousing and Data Mining,78,Data Science,70,Computer Architecture,74,222,A,8.06
REC003393,STU00849,1,1,Maths,57,Physics,53,Chemistry,67,177,B,6.2
REC003394,STU00849,2,2,Data Structures and Algorithms,84,Probability and Statistics,63,Java,56,203,B+,7.08
REC003395,STU00849,3,3,Design and Analysis of Algorithm,85,Machine Learning,53,UI/UX,88,226,A,8.02
REC003396,STU00849,4,4,Data Warehousing and Data Mining,81,Data Science,99,Computer Architecture,62,242,A+,9.17
REC003397,STU00850,1,1,Maths,98,Physics,100,Chemistry,59,257,A+,9.22
REC003398,STU00850,2,2,Data Structures and Algorithms,57,Probability and Statistics,79,Java,81,217,A,8.26
REC003399,STU00850,3,3,Design and Analysis of Algorithm,66,Machine Learning,70,UI/UX,55,191,B+,6.86
REC003400,STU00850,4,4,Data Warehousing and Data Mining,88,Data Science,88,Computer Architecture,65,241,A+,8.81
REC003401,STU00851,1,1,Maths,93,Physics,66,Chemistry,91,250,A+,9.29
REC003402,STU00851,2,2,Data Structures and Algorithms,75,Probability and Statistics,56,Java,66,197,B+,6.93
REC003403,STU00851,3,3,Design and Analysis of Algorithm,81,Machine Learning,55,UI/UX,70,206,B+,7.27
REC003404,STU00851,4,4,Data Warehousing and Data Mining,59,Data Science,100,Computer Architecture,89,248,A+,8.83
REC003405,STU00852,1,1,Maths,78,Physics,83,Chemistry,95,256,A+,9.11
REC003406,STU00852,2,2,Data Structures and Algorithms,51,Probability and Statistics,59,Java,100,210,A,8.29
REC003407,STU00852,3,3,Design and Analysis of Algorithm,77,Machine Learning,51,UI/UX,80,208,C,5.13
REC003408,STU00852,4,4,Data Warehousing and Data Mining,68,Data Science,68,Computer Architecture,46,182,B+,7.27
REC003409,STU00853,1,1,Maths,76,Physics,78,Chemistry,61,215,A,8.27
REC003410,STU00853,2,2,Data Structures and Algorithms,99,Probability and Statistics,80,Java,65,244,A+,8.71
REC003411,STU00853,3,3,Design and Analysis of Algorithm,65,Machine Learning,93,UI/UX,76,234,A,8.16
REC003412,STU00853,4,4,Data Warehousing and Data Mining,63,Data Science,97,Computer Architecture,61,221,A,7.83
REC003413,STU00854,1,1,Maths,57,Physics,64,Chemistry,85,206,B+,7.07
REC003414,STU00854,2,2,Data Structures and Algorithms,88,Probability and Statistics,77,Java,97,262,A+,9.05
REC003415,STU00854,3,3,Design and Analysis of Algorithm,98,Machine Learning,52,UI/UX,75,225,A,8.06
REC003416,STU00854,4,4,Data Warehousing and Data Mining,55,Data Science,48,Computer Architecture,57,160,B,6.01
REC003417,STU00855,1,1,Maths,90,Physics,66,Chemistry,82,238,C,4.84
REC003418,STU00855,2,2,Data Structures and Algorithms,95,Probability and Statistics,47,Java,50,192,B+,7.2
REC003419,STU00855,3,3,Design and Analysis of Algorithm,58,Machine Learning,70,UI/UX,64,192,B+,6.75
REC003420,STU00855,4,4,Data Warehousing and Data Mining,63,Data Science,74,Computer Architecture,51,188,B+,6.9
REC003421,STU00856,1,1,Maths,65,Physics,57,Chemistry,51,173,B,5.83
REC003422,STU00856,2,2,Data Structures and Algorithms,56,Probability and Statistics,68,Java,84,208,C,5.23
REC003423,STU00856,3,3,Design and Analysis of Algorithm,97,Machine Learning,71,UI/UX,75,243,A+,9.14
REC003424,STU00856,4,4,Data Warehousing and Data Mining,78,Data Science,51,Computer Architecture,60,189,B+,7.18
REC003425,STU00857,1,1,Maths,73,Physics,99,Chemistry,65,237,A,7.73
REC003426,STU00857,2,2,Data Structures and Algorithms,84,Probability and Statistics,62,Java,99,245,A+,8.79
REC003427,STU00857,3,3,Design and Analysis of Algorithm,100,Machine Learning,86,UI/UX,96,282,O,9.77
REC003428,STU00857,4,4,Data Warehousing and Data Mining,94,Data Science,95,Computer Architecture,50,239,C,4.72
REC003429,STU00858,1,1,Maths,67,Physics,56,Chemistry,74,197,B+,6.93
REC003430,STU00858,2,2,Data Structures and Algorithms,78,Probability and Statistics,52,Java,89,219,A,8.06
REC003431,STU00858,3,3,Design and Analysis of Algorithm,75,Machine Learning,80,UI/UX,48,203,B+,7.06
REC003432,STU00858,4,4,Data Warehousing and Data Mining,98,Data Science,53,Computer Architecture,93,244,A+,8.99
REC003433,STU00859,1,1,Maths,62,Physics,68,Chemistry,53,183,B+,6.84
REC003434,STU00859,2,2,Data Structures and Algorithms,77,Probability and Statistics,78,Java,80,235,A,8.21
REC003435,STU00859,3,3,Design and Analysis of Algorithm,67,Machine Learning,70,UI/UX,55,192,B+,7.23
REC003436,STU00859,4,4,Data Warehousing and Data Mining,66,Data Science,80,Computer Architecture,96,242,A+,9.25
REC003437,STU00860,1,1,Maths,94,Physics,72,Chemistry,71,237,A,7.74
REC003438,STU00860,2,2,Data Structures and Algorithms,65,Probability and Statistics,100,Java,94,259,A+,9.05
REC003439,STU00860,3,3,Design and Analysis of Algorithm,71,Machine Learning,95,UI/UX,93,259,A+,8.97
REC003440,STU00860,4,4,Data Warehousing and Data Mining,73,Data Science,62,Computer Architecture,64,199,B+,7.22
REC003441,STU00861,1,1,Maths,53,Physics,76,Chemistry,90,219,A,7.9
REC003442,STU00861,2,2,Data Structures and Algorithms,66,Probability and Statistics,92,Java,87,245,A+,8.87
REC003443,STU00861,3,3,Design and Analysis of Algorithm,85,Machine Learning,66,UI/UX,91,242,A+,9.05
REC003444,STU00861,4,4,Data Warehousing and Data Mining,68,Data Science,95,Computer Architecture,100,263,A+,8.89
REC003445,STU00862,1,1,Maths,90,Physics,98,Chemistry,84,272,O,9.87
REC003446,STU00862,2,2,Data Structures and Algorithms,77,Probability and Statistics,53,Java,64,194,B+,7.27
REC003447,STU00862,3,3,Design and Analysis of Algorithm,52,Machine Learning,50,UI/UX,96,198,B+,7.12
REC003448,STU00862,4,4,Data Warehousing and Data Mining,66,Data Science,46,Computer Architecture,53,165,B,6.26
REC003449,STU00863,1,1,Maths,45,Physics,47,Chemistry,47,139,C,4.79
REC003450,STU00863,2,2,Data Structures and Algorithms,64,Probability and Statistics,68,Java,85,217,A,7.84
REC003451,STU00863,3,3,Design and Analysis of Algorithm,86,Machine Learning,59,UI/UX,49,194,B+,7.28
REC003452,STU00863,4,4,Data Warehousing and Data Mining,53,Data Science,86,Computer Architecture,97,236,A,8.23
REC003453,STU00864,1,1,Maths,97,Physics,52,Chemistry,96,245,A+,8.9
REC003454,STU00864,2,2,Data Structures and Algorithms,65,Probability and Statistics,49,Java,58,172,B,5.7
REC003455,STU00864,3,3,Design and Analysis of Algorithm,66,Machine Learning,75,UI/UX,47,188,B+,7.01
REC003456,STU00864,4,4,Data Warehousing and Data Mining,85,Data Science,85,Computer Architecture,72,242,A+,9.03
REC003457,STU00865,1,1,Maths,56,Physics,88,Chemistry,51,195,B+,6.87
REC003458,STU00865,2,2,Data Structures and Algorithms,63,Probability and Statistics,99,Java,78,240,A+,9.01
REC003459,STU00865,3,3,Design and Analysis of Algorithm,69,Machine Learning,69,UI/UX,82,220,A,8.07
REC003460,STU00865,4,4,Data Warehousing and Data Mining,90,Data Science,76,Computer Architecture,54,220,A,8
